,cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
38,39,Doreen Chibwe,261000000000.0,doreen.chibwe@email.com,Female,02/05/1989,Zambian,Mpongwe,Copperbelt,Bachelor's,Copperbelt University,2010,Chemistry,"Quality Control, Laboratory Management","English,Bemba",Fluent,9,Quality Manager,Employed,Full-time,Copperbelt,15000,20000,2 months,"Quality Systems, Laboratory Management, Auditing","Leadership, Attention to Detail, Compliance","[{""title"":""Quality Manager""","company:""Mopani Copper Mines""","location:""Mufulira""","start_date:""2016-04""","end_date:""Present""","description:""Manage quality control laboratory and systems""","achievements:[""Improved quality compliance to 98%""",Reduced product rejections by 40%]},"{""title"":""Quality Supervisor""","company:""Kafue Steel""","location:""Kafue""","start_date:""2010-09""","end_date:""2016-03""","description:""Supervised quality control operations""","achievements:[""Implemented new testing protocols""",Improved laboratory efficiency]}],"[{""name"":""Quality Management System""","description:""ISO certification implementation""","technologies:""Quality Systems"," Laboratory Equipment""","duration:""8 months""}]","[{""name"":""Monica Nkhata""","relationship:""Operations Director""","phone:""+260966012347""","email:""monica.nkhata@mcm.co.zm""}]",8,
39,40,Monica Chinyama,261000000000.0,monica.chinyama@email.com,Female,11/06/1993,Zambian,Kasama,Northern,Diploma,Kasama Nursing School,2013,Midwifery,"Midwifery License, Neonatal Care","English,Bemba",Intermediate,6,Midwife,Employed,Full-time,Northern,8000,11000,2 weeks,"Delivery Assistance, Prenatal Care, Postnatal Care","Compassion, Emergency Response, Communication","[{""title"":""Midwife""","company:""Kasama General Hospital""","location:""Kasama""","start_date:""2016-09""","end_date:""Present""","description:""Provide maternity and neonatal care""","achievements:[""Reduced maternal complications by 30%""",Improved patient satisfaction scores]},"{""title"":""Staff Midwife""","company:""Mbala District Hospital""","location:""Mbala""","start_date:""2013-08""","end_date:""2016-08""","description:""Provided maternity services""","achievements:[""Attended 500+ successful deliveries""",Improved emergency response protocols]}],"[{""name"":""Maternal Health Improvement""","description:""Pregnancy care enhancement""","technologies:""Medical Equipment"," Health Records""","duration:""Ongoing""}]","[{""name"":""Susan Chishimba""","relationship:""Matron""","phone:""+260977123459""","email:""susan.chishimba@kgh.gov.zm""}]",7,
40,41,Susan Mkandawire,261000000000.0,susan.mkandawire@email.com,Female,25/03/1990,Zambian,Chinsali,Muchinga,Bachelor's,Muchinga University,2011,Business Studies,"Business Management, Entrepreneurship","English,Bemba",Fluent,8,Business Development Manager,Employed,Full-time,Muchinga,13000,18000,1 month,"Market Research, Strategic Planning, Sales","Negotiation, Relationship Building, Innovation","[{""title"":""Business Development Manager""","company:""Zambia Development Agency""","location:""Chinsali""","start_date:""2016-02""","end_date:""Present""","description:""Promote investment and business growth""","achievements:[""Facilitated $5M in new investments""",Created 200+ new jobs in region]},"{""title"":""Business Advisor""","company:""Small Enterprise Development Board""","location:""Isoka""","start_date:""2011-10""","end_date:""2016-01""","description:""Advised small businesses on growth""","achievements:[""Helped 50+ businesses expand""",Improved business survival rates]}],"[{""name"":""Regional Investment Promotion""","description:""Economic development initiative""","technologies:""Market Analysis"," Business Planning""","duration:""12 months""}]","[{""name"":""Given Moono""","relationship:""Regional Director""","phone:""+260955234570""","email:""given.moono@zda.org.zm""}]",8,
41,42,Given Sikazwe,261000000000.0,given.sikazwe@email.com,Male,08/11/1992,Zambian,Mufulira,Copperbelt,Certificate,Mufulira Trades School,2011,Plumbing,"Plumbing License, Pipe Fitting","English,Bemba",Basic,8,Plumber,Self-Employed,Contract,Copperbelt,6000,9000,Immediate,"Pipe Installation, Repair, Water Systems, Sanitation","Problem-solving, Reliability, Customer Service","[{""title"":""Master Plumber""","company:""Sikazwe Plumbing Services""","location:""Mufulira""","start_date:""2015-05""","end_date:""Present""","description:""Run own plumbing business with 2 assistants""","achievements:[""Completed 300+ plumbing projects""",Maintained 100% customer satisfaction]},"{""title"":""Journeyman Plumber""","company:""Various Contractors""","location:""Copperbelt""","start_date:""2011-08""","end_date:""2015-04""","description:""Worked on residential and commercial projects""","achievements:[""Specialized in complex installations""",Trained 3 apprentice plumbers]}],"[{""name"":""Water System Installation""","description:""Commercial plumbing project""","technologies:""Pipe Systems"," Water Treatment""","duration:""3 months""}]","[{""name"":""Sharon Mwenda""","relationship:""Client""","phone:""+260966345681""","email:""sharon.mwenda@email.com""}]",6,
42,43,Sharon Chansa,261000000000.0,sharon.chansa@email.com,Female,16/04/1995,Zambian,Kalomo,Southern,Diploma,Livingstone Business College,2014,Customer Service,"Customer Care, Communication Skills","English,Tonga",Intermediate,3,Customer Service Representative,Employed,Full-time,Southern,5000,7500,2 weeks,"Call Center Operations, CRM Software, Complaint Handling","Patience, Communication, Problem-solving","[{""title"":""Customer Service Representative""","company:""MTN Zambia""","location:""Livingstone""","start_date:""2017-06""","end_date:""Present""","description:""Handle customer inquiries and support""","achievements:[""Maintained 95% customer satisfaction""",Reduced call handling time by 20%]},"{""title"":""Service Agent""","company:""Airtel Zambia""","location:""Choma""","start_date:""2014-09""","end_date:""2017-05""","description:""Provided customer support""","achievements:[""Improved first-call resolution rate""",Received employee of the month award]}],"[{""name"":""Customer Experience Improvement""","description:""Service quality enhancement""","technologies:""CRM Systems"," Communication Tools""","duration:""Ongoing""}]","[{""name"":""Henry Lubinda""","relationship:""Team Leader""","phone:""+260977456793""","email:""henry.lubinda@mtn.co.zm""}]",5,
43,44,Henry Kamanga,261000000000.0,henry.kamanga@email.com,Male,30/09/1987,Zambian,Mansa,Luapula,Bachelor's,University of Zambia,2008,Law,"Legal Practice, Corporate Law","English,Bemba,Lunda",Fluent,11,Legal Officer,Employed,Full-time,Luapula,16000,22000,1 month,"Legal Research, Contract Review, Litigation","Analytical Thinking, Negotiation, Ethics","[{""title"":""Legal Officer""","company:""Ministry of Justice""","location:""Mansa""","start_date:""2014-07""","end_date:""Present""","description:""Provide legal services and advice""","achievements:[""Successfully handled 100+ legal cases""",Improved legal documentation processes]},"{""title"":""Legal Assistant""","company:""Mulenga and Partners""","location:""Lusaka""","start_date:""2008-11""","end_date:""2014-06""","description:""Supported legal research and documentation""","achievements:[""Improved case preparation efficiency""",Developed legal research database]}],"[{""name"":""Legal Aid Program""","description:""Community legal services""","technologies:""Legal Research"," Case Management""","duration:""Ongoing""}]","[{""name"":""Sarah Munsaka""","relationship:""Chief Legal Officer""","phone:""+260955567894""","email:""sarah.munsaka@gov.zm""}]",9,
44,45,Sarah Mweene,261000000000.0,sarah.mweene@email.com,Female,13/02/1991,Zambian,Sesheke,Western,Bachelor's,University of Zambia,2012,Wildlife Management,"Park Management, Conservation","English,Lozi,Silozzi",Fluent,7,Park Ranger,Employed,Full-time,Western,9000,13000,3 weeks,"Wildlife Monitoring, Anti-poaching, Conservation","Physical Fitness, Observation, Communication","[{""title"":""Senior Park Ranger""","company:""Zambia Wildlife Authority""","location:""Sesheke""","start_date:""2015-11""","end_date:""Present""","description:""Protect wildlife and manage park operations""","achievements:[""Reduced poaching incidents by 60%""",Improved visitor safety records]},"{""title"":""Park Ranger""","company:""Kafue National Park""","location:""Kafue""","start_date:""2012-09""","end_date:""2015-10""","description:""Patrolled park and monitored wildlife""","achievements:[""Led successful anti-poaching operations""",Improved wildlife monitoring techniques]}],"[{""name"":""Anti-Poaching Initiative""","description:""Wildlife protection program""","technologies:""Tracking", Surveillance," Communication""","duration:""Ongoing""}]","[{""name"":""Ruth Gondwe""","relationship:""Park Manager""","phone:""+260966678915""","email:""ruth.gondwe@zawa.org.zm""}]",
45,46,Ruth Michelo,261000000000.0,ruth.michelo@email.com,Female,04/07/1988,Zambian,Kabwe,Central,Master's,University of Zambia,2010,Development Studies,"Project Management, Monitoring & Evaluation","English,Bemba",Fluent,9,Development Coordinator,Employed,Full-time,Central,14000,19000,2 months,"Program Management, Fundraising, Community Development","Strategic Planning, Partnership Building, Leadership","[{""title"":""Development Coordinator""","company:""UNDP Zambia""","location:""Kabwe""","start_date:""2015-03""","end_date:""Present""","description:""Coordinate development programs and partnerships""","achievements:[""Secured $2M in additional funding""",Improved program impact measurement]},"{""title"":""Program Officer""","company:""Care International""","location:""Lusaka""","start_date:""2010-10""","end_date:""2015-02""","description:""Managed development projects""","achievements:[""Successfully completed 5 major projects""",Improved community participation]}],"[{""name"":""Rural Development Program""","description:""Community empowerment initiative""","technologies:""Project Management"," Community Engagement""","duration:""24 months""}]","[{""name"":""Janet Nanyangwe""","relationship:""Country Director""","phone:""+260977789016""","email:""janet.nanyangwe@undp.org""}]",9,
46,47,Janet Nakazwe,261000000000.0,janet.nakazwe@email.com,Female,21/08/1994,Zambian,Chongwe,Lusaka,Diploma,Lusaka Business College,2013,Office Management,"Office Administration, Records Management","English,Nyanja",Intermediate,4,Office Administrator,Employed,Full-time,Lusaka,6500,9500,2 weeks,"Office Management, Records, Procurement, Scheduling","Organization, Communication, Multitasking","[{""title"":""Office Administrator""","company:""Ministry of Finance""","location:""Lusaka""","start_date:""2016-12""","end_date:""Present""","description:""Manage office operations and administration""","achievements:[""Improved office efficiency by 25%""",Streamlined procurement processes]},"{""title"":""Administrative Assistant""","company:""PWC Zambia""","location:""Lusaka""","start_date:""2013-09""","end_date:""2016-11""","description:""Provided administrative support""","achievements:[""Improved document management""",Supported successful audit processes]}],"[{""name"":""Office Efficiency Project""","description:""Administrative process improvement""","technologies:""Office Software"," Process Mapping""","duration:""4 months""}]","[{""name"":""Mable Chisanga""","relationship:""Department Head""","phone:""+260955890127""","email:""mable.chisanga@gov.zm""}]",7,
47,48,Mable Cheelo,261000000000.0,mable.cheelo@email.com,Female,09/12/1986,Zambian,Mufumbwe,North-Western,Certificate,Mufumbwe Trades School,2005,Tailoring,"Fashion Design, Pattern Making","English,Kaonde",Basic,12,Fashion Designer,Self-Employed,Contract,North-Western,5000,8000,Immediate,"Pattern Making, Sewing, Fashion Design, Fabric Knowledge","Creativity, Attention to Detail, Customer Service","[{""title"":""Fashion Designer/Owner""","company:""Mable's Fashion House""","location:""Mufumbwe""","start_date:""2011-08""","end_date:""Present""","description:""Run own fashion design and tailoring business""","achievements:[""Developed popular clothing line""",Supplied local schools and organizations]},"{""title"":""Tailor""","company:""Various Shops""","location:""Solwezi""","start_date:""2005-06""","end_date:""2011-07""","description:""Worked as tailor and assistant""","achievements:[""Mastered advanced tailoring techniques""",Built loyal customer base]}],"[{""name"":""School Uniform Production""","description:""Educational institution supply""","technologies:""Sewing"," Pattern Design""","duration:""Ongoing""}]","[{""name"":""Gladys Kabaso""","relationship:""Business Partner""","phone:""+260966901238""","email:""gladys.kabaso@email.com""}]",5,
48,49,Gladys Kakoma,261000000000.0,gladys.kakoma@email.com,Female,28/05/1993,Zambian,Mongu,Western,Bachelor's,University of Zambia,2014,Library Science,"Information Management, Archiving","English,Lozi",Fluent,5,Librarian,Employed,Full-time,Western,7000,10000,1 month,"Cataloging, Information Retrieval, Digital Archives","Organization, Research Support, Customer Service","[{""title"":""Librarian""","company:""Mongu Public Library""","location:""Mongu""","start_date:""2016-10""","end_date:""Present""","description:""Manage library collections and services""","achievements:[""Increased library membership by 40%""",Digitized historical collections]},"{""title"":""Library Assistant""","company:""University of Zambia Library""","location:""Lusaka""","start_date:""2014-08""","end_date:""2016-09""","description:""Supported library operations""","achievements:[""Improved cataloging system""",Developed information literacy programs]}],"[{""name"":""Digital Library Project""","description:""Collection digitization initiative""","technologies:""Digital Archives"," Library Systems""","duration:""8 months""}]","[{""name"":""Justine Ng'andu""","relationship:""Library Director""","phone:""+260977012348""","email:""justine.ngandu@library.gov.zm""}]",6,
49,50,Justine Ngandu,261000000000.0,justine.ngandu@email.com,Male,07/10/1990,Zambian,Chipata,Eastern,Bachelor's,Catholic University,2011,Communications,"Public Relations, Media Relations","English,Nyanja,Chewa",Fluent,8,Communications Officer,Employed,Full-time,Eastern,11000,16000,3 weeks,"Public Relations, Media Relations, Content Creation","Communication, Creativity, Strategic Thinking","[{""title"":""Communications Officer""","company:""Ministry of Information""","location:""Chipata""","start_date:""2015-07""","end_date:""Present""","description:""Manage communications and public relations""","achievements:[""Improved public engagement by 50%""",Managed successful media campaigns]},"{""title"":""Media Relations Assistant""","company:""ZNBC""","location:""Lusaka""","start_date:""2011-09""","end_date:""2015-06""","description:""Supported media relations and content""","achievements:[""Improved press release distribution""",Developed social media strategy]}],"[{""name"":""Public Awareness Campaign""","description:""Government program promotion""","technologies:""Media Relations"," Social Media""","duration:""6 months""}]","[{""name"":""Brenda Kayombo""","relationship:""Communications Director""","phone:""+260955123460""","email:""brenda.kayombo@gov.zm""}]",7,
50,51,Brenda Sampa,261000000000.0,brenda.sampa@email.com,Female,18/04/1992,Zambian,Mazabuka,Southern,Bachelor's,University of Zambia,2013,Finance,"ACCA, Financial Analysis","English,Tonga",Fluent,6,Financial Analyst,Employed,Full-time,Southern,12000,17000,2 weeks,"Financial Modeling,Excel,Data Analysis,Budgeting","Analytical Thinking,Attention to Detail,Communication","[{""title"":""Financial Analyst""","company:""Zambia Sugar""","location:""Mazabuka""","start_date:""2016-05""","end_date:""Present""","description:""Analyze financial data and prepare reports""","achievements:[""Improved forecasting accuracy by 25%""",Reduced budget variances by 30%]},"{""title"":""Accounts Officer""","company:""National Breweries""","location:""Lusaka""","start_date:""2013-08""","end_date:""2016-04""","description:""Managed accounts and financial reporting""","achievements:[""Streamlined reporting processes""",Improved financial controls]}],"[{""name"":""Budget Optimization Project""","description:""Financial efficiency initiative""","technologies:""Excel","Financial Software""","duration:""6 months""}]","[{""name"":""Martin Simwanza""","relationship:""Finance Manager""","phone:""+260966234571""","email:""martin.simwanza@zamsugar.co.zm""}]",8,
